Complaint ID,Date,Product,Issue,Complaint,Answer,Explanation,Label,Category
15577707,08/29/25,Credit card,Problem with a company's investigation into an existing problem,The action was taken by me. Multiple cards in XXXX,No,,No,
15195024,2008/10/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"The consumer reporting agency has willfully violated the Fair Credit Reporting Act ( FCRA ), specifically 15 U.S.C. 1681b Permissible purposes of consumer reports, by furnishing or reporting information on my credit file without my written consent or legal authorization. I did not provide any written instructions allowing the agency to collect or disclose this information. This is a clear violation of the permissible purpose provision, and I have formally disputed the items in question.",No,,No,
15495118,08/25/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"Hello, I am reaching out with serious concern regarding the erroneous information on my credit report. These inaccuracies are holding me back from achieving financial stability, as my credit applications continue to be rejected because of them. This situation is not only unfair but also creating a great deal of stress and worry in my life. As a consumer, I have the right to an accurate credit report, and those rights are being violated by the continued presence of this incorrect information.",No,,No,
15075980,2008/4/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I am writing to formally dispute several hard inquiries listed on my credit report that I did not authorize. Upon reviewing my credit file, I noticed multiple inquiries from companies with whom I have never applied for credit or given permission to access my report. 
I have submitted dispute requests and provided documentation to support my claim, but the inquiries remain on my file without resolution. These unauthorized inquiries negatively impact my credit score and raise concerns about potential identity misuse or reporting errors. Despite my follow-ups, the issue has not been appropriately addressed.

As a consumer, I have the right under the Fair Credit Reporting Act ( FCRA ) to dispute any information on my credit report that I believe to be inaccurate or fraudulent. I am requesting that a full investigation be conducted to determine the origin and legitimacy of these inquiries.",No,The complaint does not contain any of the four types of personal information.,No,
15411772,08/20/25,Debt collection,Attempts to collect debt not owed,"I AM FORMALLY REQUESTING THE IMMEDIATE REMOVAL OF THE FRAUDULENT ACCOUNTS CURRENTLY LISTED ON MY CREDIT REPORT. I DID NOT AUTHORIZE THESE ACCOUNTS, AND THEIR INCLUSION REPRESENTS A SERIOUS BREACH OF MY PERSONAL AND FINANCIAL SECURITY. THESE ENTRIES ARE FALSE AND INACCURATE, AND THEIR PRESENCE IS DAMAGING TO THE INTEGRITY OF MY CREDIT FILE. I URGE YOU TO TAKE IMMEDIATE CORRECTIVE ACTION BY PERMANENTLY DELETING THESE ACCOUNTS FROM MY REPORT TO ENSURE ITS ACCURACY, COMPLETENESS, AND COMPLIANCE WITH THE FAIR CREDIT REPORTING ACT ( FCRA ).",No,The complaint does not contain any of the four types of personal information listed.,No,
15178412,2008/8/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"Hello, I am writing to delete the following information on my credit report. The following items are listed in the report. I am a victim of identity theft. The charges made on the account were not mine. The items need to be deleted as they are inaccurate items on my credit report. The theft of my identity was reported to the federal Trade Commission. Also, I have an enclosed copy of the Federal Trade Commission identity theft affidavit. Please find it in your best interest to delete the items I would like to emphasize the following legal obligations under the FCRA : Under 1681b, a consumer reporting agency may furnish a consumer report only under specific circumstances, including "" In response to the order of a court having jurisdiction to issue such an order, or a subpoena issued in connection with proceedings before a Federal grand jury. '' This provision strictly limits when my consumer report can be furnished, and I do not believe any of these circumstances apply in this case.

Under 15 U.S.C. 1681i ( a ) ( 1 ) ( A ), credit bureaus must conduct a "" reasonable reinvestigation '' upon receiving notice of a consumer dispute. I am formally notifying you of this dispute, and I expect a thorough and reasonable reinvestigation of all items I've identified.

15 U.S. Code 1681b outlines the permissible purposes of consumer reports, including conditions for furnishing and using consumer reports for employment purposes. I do not believe any of these permissible purposes apply to the disputed items on my report.

15 U.S. Code $ 1681c-2 a consumer reporting agency shall block the reporting of any.

information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.

15 U.S. Code 1681 Section B ( i ) - Requirements relating to reinsertion of previously deleted material - If a consumer reporting agency removes information from someone's credit file based on the requirements in the preceding section ( A ), the agency can not re-add or reinsert that previously deleted information back into the person 's file unless the entity that originally provided that information certifies that it is complete and accurate.",No,,No,
15593859,08/28/25,Credit reporting or other personal consumer reports,Improper use of your report,"Credit companoha e my personal information, banking information soliciting me with high interest rates",No,"The complaint states that a credit company has the complainant's ""personal information"" and ""banking information,"" but it does not *contain* any specific details falling into the listed categories of personal information.",No,
15357173,08/18/25,Checking or savings account,Problem with a lender or other company charging your account,"I made a reservation at XXXX for a total of {$370.00} that was supposed to be charged on XX/XX/XXXX ( XXXX days prior to travel ). However, XXXX charged me on XX/XX/XXXX and I didn't have enough funds for that transaction. I requested a credit and XXXX issued a credit. on XX/XX/XXXX US Bank showed BOTH transactions, pending, so canceling each other out, which is fine. In addition, I have an email from XXXX that my credit would show up on my card on XX/XX/XXXX. 

Today XX/XX/XXXX, I checked my balance, and the pending credit no longer shows up on the pending transactions, only the charge. This made my account overdrawn. The bank is refusing to issue a provisional credit to my account to restore a positive balance. They claim it is XXXX problem, and XXXX claims it's the Bank 's problem. 

In the meantime, my account is still overdrawn.",No,"The complaint describes a personal financial situation (not having enough funds, account overdrawn) but this does not fall into any of the four defined categories, which focus on identity, inherent characteristics, or specific sensitive information like military details or medical conditions.",No,
15619458,08/31/25,"Money transfer, virtual currency, or money service",Fraud or scam,"This is also tied to another complaint with you XXXX On XXXX, three unauthorized ATM withdrawals were made using my Cash App Visa Debit Card, issued by XXXX XXXX XXXX The transactions were as follows : {$200.00} at XXXX in XXXX, WA {$62.00} at XXXX in XXXX, WA {$9.00} at XXXX in XXXX, WA I live in XXXX, California, and have never been to Washington State. In fact, only 15 minutes before these withdrawals, I made a legitimate purchase at a XXXX in XXXX, CA. It would have been physically impossible for me to be in XXXX. 
I reported the fraud immediately. XXXX XXXX  refunded the {$200.00} charge, acknowledging it was fraudulent, but wrongfully denied the other two charges ( {$62.00} and {$9.00} ), even though they were part of the same fraudulent activity. 
Under the Electronic Fund Transfer Act ( Regulation E, 12 CFR Part 1005 ), consumers are not liable for unauthorized transactions when promptly reported. XXXX XXXX  has failed to comply with Regulation E by denying reimbursement for clearly fraudulent charges. 
Requested Resolution : Full reimbursement of the remaining unauthorized charges ( {$62.00} and {$9.00} ). 
A copy of the evidence used in XXXX XXXX  investigation, as required by law. 
Assurance that XXXX XXXX  will comply with Regulation XXXX protections for consumers. 

* * * * cash app also has denied me access to the store address / location on all of these, as well as a transaction number * * * * * * *",Yes,"it belongs to Category 2.

The complaint reveals the complainant's state of residence (""California""), which is a personal descriptor related to their location and potential nationality/residency status.",No,
15606094,08/29/25,Credit reporting or other personal consumer reports,Improper use of your report,"Dear CFPB, I am writing to file a formal complaint regarding multiple inaccurate, unverifiable, and misleading items being reported on my credit report. These errors have caused me financial harm, emotional stress, and have restricted my ability to access fair credit opportunities. I have tried to resolve these matters directly with the credit reporting agencies and the furnishers of the information, but they have failed to comply with the Fair Credit Reporting Act ( FCRA, 15 U.S.C. 1681 ) and the Fair Debt Collection Practices Act ( FDCPA, 15 U.S.C. 1692 ). 
Below are the specific disputed accounts : XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX Wrong Address Issue : This address is not mine. Law : FCRA 607 ( b ) requires agencies to follow reasonable procedures to ensure maximum accuracy. Story : This false address creates a misleading impression that I lived at a place I never did. Because of this, I have been questioned during applications about my residence history, which caused me embarrassment and delays. I have had to explain repeatedly that this is not my residence, making me feel like I am being accused of dishonesty. Such stress and humiliation are unacceptable, especially when I am applying for credit or rental housing. 
XXXX XXXX XXXX XXXX XXXX XXXX, CA XXXX Wrong Address Issue : Not my residence. Law : FCRA 611 requires proper reinvestigation of disputes. Story : Reporting a false address makes it look like I have unstable housing history. This harms me in ways beyond just creditlandlords view my record with suspicion, and employers question my stability. This false entry has forced me to defend myself against assumptions that I am unreliable, which is mentally and emotionally draining. 
XXXX XXXX High Balance : {$500.00} Date Opened : XX/XX/XXXX Late Payment Issue : Reported late payments without proper proof. Law : FCRA 609 ( a ) gives me the right to full verification. Story : These supposed late payments give lenders the impression that I am irresponsible, when in fact I was never properly informed of such delinquencies. Because of this false reporting, I have been denied credit cards and even faced higher interest rates, which drains my financial stability. It feels deeply unfair to be portrayed as financially reckless based on inaccurate reporting. 
XXXX XXXX XXXX High Balance : {$830.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Reported as a charge-off without validation. Law : FDCPA 809 requires debt validation. Story : This false charge-off has destroyed my ability to qualify for fair credit. It portrays me as someone who abandoned financial obligations, when in reality no proof exists. Because of this XXXX entry, I have faced repeated denials for apartments, auto loans, and reasonable credit terms. It creates unnecessary shame and anxiety that I should not have to endure. 
XXXX XXXX XXXX High Balance : {$850.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Another unverifiable charge-off. Law : FCRA 611 requires deletion if an account can not be verified. Story : This account wrongly paints me as a financial risk. It prevents me from being trusted with even small lines of credit. I feel like I am locked out of opportunities that could help me rebuild. This false reporting is not just inaccurateit is oppressive, keeping me in a cycle of rejection. 
XXXX XXXX High Balance : {$1000.00} Date Opened : XX/XX/XXXX Late Payment Issue : Reporting late payments without proof. Law : FCRA 609 requires full details of payment history. Story : These late payments damage my reputation. Because of them, I have had to pay higher deposits on utilities and services, which strains my limited resources. It also makes me look like I can not manage even basic accounts, which is humiliating. 
XXXX XXXX High Balance : {$540.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Reported as charged-off without proper documentation. Law : FCRA 602 requires fair and accurate reporting. Story : This entry creates the false impression that I walked away from my obligations. Because of this, lenders hesitate to trust me, and I am punished financially for something that is not even valid. This charge-off not only lowers my score but also emotionally impacts me every time I am denied an opportunity. 
XXXX XXXX XXXX High Balance : {$280.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Unvalidated charge-off. Law : FDCPA 807 prohibits misrepresenting debt status. Story : This entry makes me appear like I defaulted on a small balance that I never received validation for. It makes me look careless and unreliable when there is no evidence. Such false reporting creates a stigma around my financial profile, closing doors to fair opportunities. 
XXXX XXXX High Balance : {$2600.00} Date Opened : XX/XX/XXXX Charge-Off Issue : This charge-off has not been validated. Law : FCRA 611 requires deletion of unverifiable information. Story : This account suggests I defaulted on a loan I never received proper validation for. Because of this, I was denied a personal loan when I urgently needed funds for medical expenses. I had to borrow from friends at great personal shame, and it caused emotional distress to explain to my family why I could not access financial support from legitimate institutions. 
XXXX XXXX XXXX * * High Balance : {$3400.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Reported as a charge-off without proof. Law : FDCPA 807 prohibits false representation of debt. Story : This entry paints me as irresponsible when there is no documentation. It blocked me from qualifying for a furniture financing program, forcing me to live without basic items I needed in my home. I feel punished and trapped by inaccurate reporting that takes away my dignity and comfort. 
XXXX XXXX High Balance : {$200.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Wrongly reported as a charge-off. Law : FCRA 602 requires fair and accurate reporting. Story : A charge-off for such a small balance is unreasonable and misleading. This report made me look like I can not handle even minor accounts. Because of it, my applications for secured credit-building cards were rejected. This blocked me from rebuilding my credit responsibly, keeping me stuck in a damaging cycle. 
XXXX XXXX XXXX XXXXXXXX High Balance : {$24000.00} Date Opened : XX/XX/XXXX Late Payment Issue : This account is showing late payments without proper verification. Law : FCRA 609 gives me the right to full disclosure of account records. Story : Reporting late payments on a large account creates massive harm. Because of this false reporting, I was denied an apartment lease, forcing me to live in a less safe and more expensive situation. Landlords saw this as a sign I was unreliable, when the truth is I was never late in the manner they are reporting. The humiliation and instability this caused to my living situation is devastating. 
XXXX XXXX XXXXXXXX High Balance : {$4800.00} Date Opened : XX/XX/XXXX Charge-Off Issue : Unvalidated charge-off. Law : FCRA 611 requires removal if unverifiable. Story : This report prevented me from accessing affordable financing options. Instead, I was forced to use predatory lenders with extremely high interest rates, draining my income and worsening my financial situation. This created a cycle of debt I am still trying to escape, all because of a false report that should never have been allowed. 
XXXX XXXX XXXX XXXX High Balance : {$440.00} Date Opened : XX/XX/XXXX Collection Issue : Wrongfully reported collection. Law : FCRA 607 ( b ) requires accuracy. Story : This account is damaging because it portrays me as someone who can not repay even small balances. Because of this report, I was forced to pay higher premiums on my car insurance due to my low XXXX XXXX. This creates financial pressure every single month, making it harder to provide for my family. 
XXXX XXXX High Balance : {$610.00} Date Opened : XX/XX/XXXX Charge-Off Issue : This account is reported as charged-off without proper validation.Law : FDCPA 809 requires validation of debt, FCRA 611 requires unverifiable accounts be deleted.Story : This false report portrays me as if I defaulted on an account I never received proper notice for. Because of this, I was denied financing for basic home repairs, forcing me to live with unsafe conditions longer than necessary. The stress this caused my family is immeasurable. 
XXXX XXXX XXXX High Balance : {$660.00} Date Opened : XX/XX/XXXX Collection Issue : Reported as a collection without proper documentation.Law : FDCPA 807 prohibits false or misleading collection entries.Story : This inaccurate collection caused me to be denied a store financing plan. I had to pay out of pocket, leaving me short on groceries that week. It is humiliating to be treated as irresponsible when this debt is unverified. 
XXXXXXXX XXXX XXXXXXXX High Balance : {$840.00} Date Opened : XX/XX/XXXX Collection Issue : Reported collection without validation.Law : FDCPA 809 requires XXXX to provide written proof of debt before reporting.Story : This false report led to me paying higher deposits on utilities, taking away money that should have gone toward food and medication. It directly impacts my quality of life. 
XXXX XXXX XXXX High Balance : {$620.00} Date Opened : XX/XX/XXXX Collection Issue : Duplicate and unverified collection account.Law : FCRA 607 ( b ) requires maximum possible accuracy, duplicate accounts are misleading.Story : This duplication creates double harm, lowering my XXXX XXXX twice for the same alleged debt. I was recently denied a credit card specifically because of multiple collection entries like this one. It unfairly paints me as more delinquent than I am. 
Unauthorized / Harmful Inquiries XXXX XXXX BANK NA XX/XX/XXXX Inquiry Issue : Unauthorized inquiry reported.Law : FCRA 604 requires permissible purpose for inquiries.Story : This hard inquiry lowered my XXXX XXXX even though I never authorized it. Because of this, I was denied another line of credit I needed to consolidate debt. 
XXXX XXXX XX/XX/XXXX Inquiry Issue : Inaccurate inquiry without my consent.Story : This inquiry harmed me by making it look like I was seeking desperate credit, which lenders view negatively. 
XXXX  XX/XX/XXXX XXXX XXXX : Unauthorized inquiry.Story : This inquiry, combined with others, lowered my score enough to disqualify me from a fair housing application. 
XXXX  XX/XX/XXXX XXXX XXXX : Duplicate unauthorized inquiry.Story : This inquiry unfairly hurts my score, adding more negative impact. 
XXXX XXXX XXXX XX/XX/XXXX Inquiry Issue : I never authorized this inquiry.Story : This entry has damaged my creditworthiness and caused me stress in trying to explain inquiries I did not approve. 
XXXX XXXX XXXX XX/XX/XXXX Inquiry Issue : Unauthorized inquiry.Story : This inquiry portrays me as applying for accounts I never sought, lowering my credibility with lenders and costing me real opportunities. 
Legal Basis FCRA 602 ( A ) : Requires credit reporting to be accurate and fair.

FCRA 609 & 611 : Gives me the right to request all information and demand reinvestigation when items are disputed. 
FDCPA 807 & 809 : Prohibits debt XXXX from reporting debts without validation and from engaging in false or misleading representations. 
Harm & Damages Because of these inaccurate entries, I have faced denials of credit, higher interest rates, and emotional distress. The reporting agencies and furnishers have failed in their duty to maintain maximum possible accuracy, instead allowing unverified accounts to remain on my report. 
Requested XXXX I respectfully request that the CFPB investigate these violations and compel the credit bureaus and furnishers to : XXXX. Delete these inaccurate and unverifiable accounts from my credit report. 
XXXX. Provide full validation and documentation if they claim the accounts are legitimate. 
XXXX. Ensure compliance with the FCRA and FDCPA to prevent further harm. 
I trust the CFPB will hold these entities accountable for their unlawful reporting practices. Thank you for your time and attention to this serious matter.",Yes,"**Category 4: Medical conditions**
The complaint mentions needing funds for ""medical expenses"" and money for ""medication,"" implying the existence of medical conditions.",No,
15277192,08/15/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"I am writing to formally request the blocking and deletion of all accounts associated with my personal information due to the recent data breach. 

XXXX XXXX # XXXX - Date Opened XX/XX/year> UNAUTHORIZED INQUIRIES : XXXX XX/XX/year> XXXX XX/XX/year>",No,"The redacted complaint does not contain any of the four types of personal information. The remaining text refers to ""my personal information"" generically but does not disclose any specific details belonging to the listed categories.",No,
15623914,08/30/25,Credit card,Fees or interest,"Consumer Complaint : Synchrony Credit Card Deferred Interest Trap In XX/XX/XXXX, I opened a Synchrony credit card to finance my XXXX  XXXX after being offered a promotion of no interest for 24 months. At the time, I was told that : No interest would apply during the promotional period. 

I would receive a heads-up notice before the promotion expired. 

Setting up automatic payments would keep my account in good standing. 

Based on that, I set up autopay ( as recommended ) and made consistent payments for nearly two years, believing I was protected.

However, when I reviewed my account in XX/XX/XXXX, I discovered the following : On XX/XX/XXXX, Synchrony posted {$1100.00} in accrued interest. 

On XX/XX/XXXX, the day my promotion expired, they added {$2400.00} in deferred interest charges. 

After XX/XX/XXXX, additional monthly interest charges continued to appear on my statements, even though I was still making payments. 

Here is the record of my balances and statements : XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2200.00} XX/XX/XXXX {$2200.00} XXXX XXXX, XXXX {$2300.00} XX/XX/XXXX {$2300.00} XX/XX/XXXX {$2300.00} XX/XX/XXXX {$2300.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$2400.00} XX/XX/XXXX {$2400.00} ( deferred interest applied ) XX/XX/XXXX {$1100.00} ( interest charge posted ) Despite continuous payments, my balance did not go down it increased every month due to back interest and new interest charges. Synchrony claims statements were sent, but no warning was ever provided about the deferred interest expiration, even though I was promised advance notice. 

To make matters worse, the promotion expired specifically on the XXXX of the month, which feels like an intentional setup to catch consumers off guard between billing cycles. Combined with their recommendation to use autopay ( set by default to minimum payments ), this seems designed to ensure most customers fall into the trap. 

My request : I am asking Synchrony to refund the deferred interest charges ( {$1100.00} + {$2400.00} + the ongoing accrued monthly interest shown above ). I entered this financing in good faith and was misled by their advertising and failure to provide a clear notice. 

I am a XXXX XXXX XXXX  and live on a modest income. These surprise charges have been devastating financially, and I believe this practice is intentionally deceptive.",Yes,"Category 2: Physical characteristics or personal descriptors.
Explanation: The complaint states the consumer ""live[s] on a modest income,"" which describes their economic status.",No,
15114213,2008/7/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"I am disputing an account being reported by Grant & Weber on my credit report. I do not recognize this debt and have not received any documentation validating the claim. I submitted a formal request under the Fair Debt Collection Practices Act ( FDCPA ) XXXX ( b ) asking for : A copy of the original signed agreement or contract A full itemized accounting of the debt Proof that Grant & Weber owns the debt or has the legal right to collect it Date and method of initial contact Despite my request, Grant & Weber has failed to provide any of the above documentation. This is a direct violation of FDCPA XXXX ( b ) and FCRA XXXX, which require verification and proper investigation when a consumer disputes a debt. 

The account continues to report negatively on my credit report, harming my creditworthiness. If the debt can not be validated, it must be removed. Reporting unverifiable debt is a violation of federal law.",No,,No,
15560607,08/27/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I am writing to formally dispute several inquiries listed on my credit report that I did not authorize. Upon reviewing my credit file, I noticed multiple inquiries from companies with whom I have never applied for credit or given permission to access my report. 
I have submitted dispute requests and provided documentation to support my claim, but the inquiries remain on my file without resolution. These unauthorized inquiries negatively impact my credit score and raise concerns about potential identity misuse or reporting errors. Despite my follow-ups, the issue has not been appropriately addressed. 
As a consumer, I have the right under the Fair Credit Reporting Act ( FCRA ) to dispute any information on my credit report that I believe to be inaccurate or fraudulent. I am requesting that a full investigation be conducted to determine the origin and legitimacy of these inquiries.",No,,No,
15214533,2008/11/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"After learning my info was leaked in an XXXX  data breach, I looked over my report and seen accounts and info that I do not recognize",No,,No,
15157897,2008/9/25,Credit card,Getting a credit card,"I received an email on XX/XX/year>, at XXXXXXXX XXXX that I had been approved for a Capital One credit card that I never applied for. 

I then received an email on XX/XX/year>, at XXXXXXXX XXXX stating that the card is on its way to my mailbox. 

The application for this card appears on my credit reports with all three credit bureaus.",No,,No,
15291205,08/14/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I previously submitted a letter addressing the inaccuracies and unfamiliar items on my credit report. However, it has now been over 30 days, and I have not received a response. It appears my disputes are being disregarded, which raises serious concerns. Under Section 611 ( a ) of the Fair Credit Reporting Act ( FCRA ), credit reporting agencies are required to investigate disputed items within 30 days. If they fail to do so, these items must be removed from my report. 

As more than 30 days have passed, I expect immediate updates to my credit report reflecting the removal of these disputed accounts. Should this not be addressed promptly, I will be left with no option but to pursue legal action to resolve this issue, as the continued inaction has caused significant stress. 

Moreover, I was affected by the Equifax, XXXX, and TransUnion data breaches, which heightens my concern regarding the security and handling of my personal information.",Yes,"Category 4 (Medical conditions), because the complaint states the continued inaction has caused ""significant stress.""",No,
15102080,2008/5/25,Credit reporting or other personal consumer reports,Incorrect information on your report,There are names that are spelled incorrectly on my m report address and phones number that are not mine and alot of credit inquires that are not mine,No,,No,
15176179,2008/8/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"Please remove the fraudulent and suspicious accounts from my credit report, as outlined in the attached documents.",No,,No,
15316382,08/15/25,Credit reporting or other personal consumer reports,Improper use of your report,"I am submitting this complaint regarding an issue with my credit report that is negatively affecting my financial standing. I have made multiple attempts to resolve this matter directly with the creditor/furnisher, but they have failed to provide an adequate response.",No,,No,
15226641,2008/12/25,Credit reporting or other personal consumer reports,Unable to get your credit report or credit score,"I have encountered difficulties accessing my Equifax Information Services account and was instructed to send identification documents for verification. Despite providing clear and legible documentation, I am still unable to access my account. This is why I escalated the matter through the CFPB.",No,"The complaint describes an account access issue and a request for identification documents, but it does not reveal any specific personal details falling into those four categories.",No,
15235081,2008/12/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"Accounts on my consumer report have been linked to identity theft, and I never provided written authorization, including a wet signature, for their inclusion. I recently communicated with your organization about this matter and am formally requesting the prompt blocking and removal of these accounts from my report. Their presence has caused significant emotional and financial distress by inaccurately representing my credit history and responsibilities. These fraudulent items have hindered my ability to achieve important financial goals, such as purchasing a home and meeting my family 's needs. If this issue is not appropriately addressed, I am prepared to take legal action to protect my rights and seek resolution.",Yes,"this redacted complaint still contains personal information.

Category: 2. Physical characteristics or personal descriptors
Explanation: The phrase ""meeting my family 's needs"" reveals the existence of a family, which is a personal descriptor of one's living situation and responsibilities.",No,
15316316,08/15/25,Credit reporting or other personal consumer reports,Incorrect information on your report,You are required by XXXX XXXX to investigate and eliminate these false accounts within XXXX  days.,No,,No,
15568909,08/28/25,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"I am writing to formally dispute inaccurate information reported on my credit report concerning a charge-off. Below are the details of the account in question : Creditor Name XXXX XXXX Account Number : XXXX Date of Charge-Off : XX/XX/year> is incorrect. According to the Fair Credit Reporting Act ( FCRA ), negative information such as a charge-off should be reported only once, reflecting the date it was charged off. 
Under the FCRA, credit reporting agencies are required to ensure the accuracy of the information they provide ( 15 U.S.C. 1681e ( b ) ). The continuous monthly reporting of this charge-off misrepresents my payment history and negatively impacts my credit score. 
Furthermore, the statute of limitations for reporting a charge-off is XXXX years from the date of the initial delinquency that led to the charge-off ( 15 U.S.C. 1681c ( a ) ( 4 ) ). 
Repeatedly reporting this charge-off as a new event each month does not reflect the statute of limitations and is therefore improper. 
I request an immediate investigation into this matter and the correction of my credit report by removing the repeated entries of the charge-off from my payment history. Please update my credit report accordingly and provide written confirmation of these corrections.",No,,No,
15117634,2008/6/25,Credit reporting or other personal consumer reports,Improper use of your report,"I have submitted a dispute in regards to this issue one before and have gotten a response that everything has been cleared under my name. I have previously advised your office that I have not open or obtained an account, nonetheless, a credit with DISCOVER BANK or any of the affiliates. I have confirmed and advised DISCOVER BANK that I have not requested a credit card and that the address that the card was used to be open, is and was not my address of residency. I am not sure as to why and how this was done under my name and how DISCOVER BANK approved a credit under my name, without doing any further review and confirmation. Given the fact that DISCOVER BANK has the right to investigate and obtain all necessary information prior to approving any credits, DISCOVER BANK has failed to uphold that duty and has caused my information to be used in a scam. Furthermore, DISCOVER BANK must have gotten signatures along with other identifying information prior to opening an account under my name and failed to do so under the law and regulation of California along with the Federal laws that DISCOVER BANK must comply with prior to approving any credit card/lines to anyone. Pursuant to DISCOVER BANK 's online advertisement, DISCOVER BANK encourages people to use their online system to apply for a credit card and states that its the "" quickest '' way to get approved. I did not get a card for approval nor did I get anything in the mail from DISCOVER BANK stating that my information was used or attempted to be used in order to open an account. Thus, DISCOVER BANK has failed its duty, under California consumer laws and regulations by properly requesting necessary information and documentation to approve a card under my name. Moreover, DISCOVER BANK violated federal laws when it approved a card under my name to someone else and is exposed to selling and/or buying my information under different affiliates, exposing them to a lawsuit under California 's due diligence acts and approval under misrepresented information and/or documentations. With that said, I am requesting for DISCOVER BANK to immediately withdraw the charge off from my credit as I have previously stated that I did not own to account nor made any used of it.",No,,No,
15424687,08/22/25,Debt collection,Written notification about debt,"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",No,This complaint does not contain any of the four types of personal information.,No,
15306541,08/15/25,Credit reporting or other personal consumer reports,Improper use of your report,"You have reported inaccurate and unauthorized accounts on my credit report, which is a violation of the Fair Credit Reporting Act ( 15 U.S. Code 1681i ) requiring a proper reinvestigation of disputed items, and 1681e ( b ), which mandates maximum possible accuracy. These false entries are damaging and unjust, especially since Ive never opened or authorized these accounts. If you fail to investigate and correct this, I may pursue legal action under the FCRA and FDCPA ( 15 U.S. Code 1692e ) for deceptive and misleading reporting.",No,,No,
15419565,08/21/25,"Money transfer, virtual currency, or money service",Other transaction problem,"The XXXX XXXX  allowed me to purchase XXXX dollars worth of XXXX  only to place a security hold on it that will not allow me access to retrieve said funds. They demand I take a selfie with specific items in the frame and when I provide that they cease all communication. I was never told why, what happened, when they would remove the hold or even that they were going to work on it",No,,No,
15464535,08/22/25,Credit reporting or other personal consumer reports,Incorrect information on your report,"This CFPB complaint has been filed to request pursuant to FCRA 605B ( 15 USC 1681c-2 ) that you, EXPERIAN credit reporting agency block information appearing on my consumer credit report that is result of identity theft and fraud within 4 business days of receiving this complaint. This false, inaccurate, and fraudulent information consist of auto loans, personal loans, collections ACCOUNTS - XXXX XXXX  {$210.00} XXXX XXXX {$200.00} XXXX XXXX  {$10000.00} These accounts have resulted in several fraudulent inquiries and accounts on my consumer FICO report. I've attached a list of the accounts. I do not recognize the aforementioned accounts, collections, and inquiries reported.The aforementioned accounts you have on file on my consumer report was not initiated by me nor opened ; they are a result of identity theft. I have attached my FTC report as a result that the mentioned accounts were opened fraudulently.",No,,No,
